median_salary;area;date;average_price;code;houses_sold;borough_flag;salary_cat
29382.0;outer london;01/12/2012;272916;E13000002;4475.0;0;2
26822.0;england;01/12/2012;178406;E92000001;54054.0;0;2
54202.0;city of london;01/12/2013;615401;E09000001;21.0;1;4
32248.0;barking and dagenham;01/12/2013;183099;E09000002;212.0;1;3
29353.0;barnet;01/12/2013;392168;E09000003;368.0;1;2
28512.0;bexley;01/12/2013;222076;E09000004;319.0;1;2
28034.0;brent;01/12/2013;359846;E09000005;248.0;1;2
28126.0;bromley;01/12/2013;314302;E09000006;522.0;1;2
36336.0;camden;01/12/2013;671215;E09000007;295.0;1;3
30939.0;croydon;01/12/2013;246215;E09000008;548.0;1;3
29733.0;ealing;01/12/2013;352969;E09000009;324.0;1;2
25805.0;enfield;01/12/2013;274721;E09000010;344.0;1;2
29251.0;greenwich;01/12/2013;270966;E09000011;368.0;1;2
33097.0;hackney;01/12/2013;402761;E09000012;239.0;1;3
34554.0;hammersmith and fulham;01/12/2013;666670;E09000013;269.0;1;3
29609.0;haringey;01/12/2013;390063;E09000014;249.0;1;2
25784.0;harrow;01/12/2013;336604;E09000015;223.0;1;2
29858.0;havering;01/12/2013;236211;E09000016;393.0;1;2
35738.0;hillingdon;01/12/2013;282296;E09000017;322.0;1;3
31173.0;hounslow;01/12/2013;301678;E09000018;259.0;1;3
37325.0;islington;01/12/2013;539846;E09000019;294.0;1;3
31307.0;kensington and chelsea;01/12/2013;1154073;E09000020;230.0;1;3
29450.0;kingston upon thames;01/12/2013;362452;E09000021;244.0;1;2
35397.0;lambeth;01/12/2013;400387;E09000022;546.0;1;3
30478.0;lewisham;01/12/2013;283721;E09000023;422.0;1;3
28610.0;merton;01/12/2013;359231;E09000024;274.0;1;2
29334.0;newham;01/12/2013;229561;E09000025;266.0;1;2
31215.0;redbridge;01/12/2013;287656;E09000026;307.0;1;3
31997.0;richmond upon thames;01/12/2013;503809;E09000027;318.0;1;3
36198.0;southwark;01/12/2013;388016;E09000028;398.0;1;3
30061.0;sutton;01/12/2013;265231;E09000029;263.0;1;3
46441.0;tower hamlets;01/12/2013;351674;E09000030;397.0;1;4
31491.0;wandsworth;01/12/2013;484071;E09000032;659.0;1;3
36946.0;westminster;01/12/2013;857653;E09000033;321.0;1;3
24113.0;north east;01/12/2013;116274;E12000001;3277.0;0;2
25111.0;north west;01/12/2013;131350;E12000002;8802.0;0;2
24918.0;east midlands;01/12/2013;145942;E12000004;7029.0;0;2
25328.0;west midlands;01/12/2013;152008;E12000005;6957.0;0;2
35173.0;london;01/12/2013;352028;E12000007;10775.0;0;3
28315.0;south east;01/12/2013;238975;E12000008;14971.0;0;2
25242.0;south west;01/12/2013;198613;E12000009;9321.0;0;2
38274.0;inner london;01/12/2013;445132;E13000001;4606.0;0;3
30148.0;outer london;01/12/2013;297099;E13000002;6169.0;0;3
27372.0;england;01/12/2013;188544;E92000001;77833.0;0;2
54710.0;city of london;01/12/2014;773768;E09000001;71.0;1;4
32698.0;barking and dagenham;01/12/2014;218285;E09000002;299.0;1;3
31162.0;barnet;01/12/2014;450577;E09000003;397.0;1;3
28505.0;bexley;01/12/2014;261988;E09000004;358.0;1;2
29514.0;brent;01/12/2014;419643;E09000005;246.0;1;2
27926.0;bromley;01/12/2014;372899;E09000006;501.0;1;2
36748.0;camden;01/12/2014;761594;E09000007;190.0;1;3
31154.0;croydon;01/12/2014;290220;E09000008;439.0;1;3
28825.0;ealing;01/12/2014;412835;E09000009;284.0;1;2
25805.0;enfield;01/12/2014;315083;E09000010;274.0;1;2
28954.0;greenwich;01/12/2014;312911;E09000011;348.0;1;2
33116.0;hackney;01/12/2014;470619;E09000012;221.0;1;3
33688.0;hammersmith and fulham;01/12/2014;735096;E09000013;187.0;1;3
30325.0;haringey;01/12/2014;459313;E09000014;254.0;1;3
26037.0;harrow;01/12/2014;391894;E09000015;218.0;1;2
30003.0;havering;01/12/2014;277155;E09000016;354.0;1;3
33984.0;hillingdon;01/12/2014;323862;E09000017;361.0;1;3
33038.0;hounslow;01/12/2014;341770;E09000018;291.0;1;3
36751.0;islington;01/12/2014;605026;E09000019;288.0;1;3
30002.0;kensington and chelsea;01/12/2014;1319380;E09000020;169.0;1;3
30768.0;kingston upon thames;01/12/2014;429222;E09000021;242.0;1;3
34491.0;lambeth;01/12/2014;447526;E09000022;421.0;1;3
29983.0;lewisham;01/12/2014;335389;E09000023;369.0;1;2
27539.0;merton;01/12/2014;431896;E09000024;223.0;1;2
29061.0;newham;01/12/2014;279219;E09000025;245.0;1;2
31127.0;redbridge;01/12/2014;326699;E09000026;276.0;1;3
31533.0;richmond upon thames;01/12/2014;605032;E09000027;277.0;1;3
34612.0;southwark;01/12/2014;447423;E09000028;305.0;1;3
25797.0;sutton;01/12/2014;310125;E09000029;289.0;1;2
48309.0;tower hamlets;01/12/2014;404511;E09000030;334.0;1;4
26484.0;waltham forest;01/12/2014;341382;E09000031;278.0;1;2
31085.0;wandsworth;01/12/2014;554231;E09000032;456.0;1;3
37260.0;westminster;01/12/2014;975871;E09000033;280.0;1;3
24904.0;north east;01/12/2014;118798;E12000001;3237.0;0;2
25262.0;north west;01/12/2014;136688;E12000002;9144.0;0;2
25000.0;east midlands;01/12/2014;153904;E12000004;6970.0;0;2
24963.0;west midlands;01/12/2014;160267;E12000005;7028.0;0;2
35034.0;london;01/12/2014;402898;E12000007;9745.0;0;3
28607.0;south east;01/12/2014;264217;E12000008;14439.0;0;2
25585.0;south west;01/12/2014;211576;E12000009;9535.0;0;2
38229.0;inner london;01/12/2014;512011;E13000001;3790.0;0;3
30000.0;outer london;01/12/2014;348665;E13000002;5955.0;0;2
27485.0;england;01/12/2014;203346;E92000001;76741.0;0;2
54034.0;city of london;01/12/2015;713253;E09000001;31.0;1;4
33018.0;barking and dagenham;01/12/2015;253145;E09000002;237.0;1;3
30900.0;barnet;01/12/2015;501293;E09000003;445.0;1;3
29664.0;bexley;01/12/2015;295744;E09000004;318.0;1;2
29987.0;brent;01/12/2015;468584;E09000005;202.0;1;2
30444.0;bromley;01/12/2015;411124;E09000006;530.0;1;3
36970.0;camden;01/12/2015;796767;E09000007;188.0;1;3
30628.0;croydon;01/12/2015;330486;E09000008;475.0;1;3
28657.0;ealing;01/12/2015;475935;E09000009;330.0;1;2
26230.0;enfield;01/12/2015;359625;E09000010;303.0;1;2
30497.0;greenwich;01/12/2015;360228;E09000011;456.0;1;3
31566.0;hackney;01/12/2015;528858;E09000012;234.0;1;3
34652.0;hammersmith and fulham;01/12/2015;771960;E09000013;176.0;1;3
30072.0;haringey;01/12/2015;518352;E09000014;215.0;1;3
26770.0;harrow;01/12/2015;435864;E09000015;253.0;1;2
30591.0;havering;01/12/2015;314588;E09000016;330.0;1;3
32681.0;hillingdon;01/12/2015;380185;E09000017;302.0;1;3
33717.0;hounslow;01/12/2015;368802;E09000018;280.0;1;3
36679.0;islington;01/12/2015;638445;E09000019;198.0;1;3
31524.0;kensington and chelsea;01/12/2015;1264909;E09000020;217.0;1;3
28635.0;kingston upon thames;01/12/2015;460578;E09000021;229.0;1;2
34852.0;lambeth;01/12/2015;484535;E09000022;343.0;1;3
30932.0;lewisham;01/12/2015;374745;E09000023;343.0;1;3
30040.0;merton;01/12/2015;490898;E09000024;255.0;1;3
28886.0;newham;01/12/2015;319493;E09000025;298.0;1;2
29098.0;redbridge;01/12/2015;369059;E09000026;300.0;1;2
32660.0;richmond upon thames;01/12/2015;640645;E09000027;273.0;1;3
36238.0;southwark;01/12/2015;488642;E09000028;328.0;1;3
27355.0;sutton;01/12/2015;341717;E09000029;295.0;1;2
46681.0;tower hamlets;01/12/2015;444125;E09000030;309.0;1;4
29352.0;waltham forest;01/12/2015;386441;E09000031;282.0;1;2
31968.0;wandsworth;01/12/2015;594044;E09000032;461.0;1;3
39392.0;westminster;01/12/2015;1013417;E09000033;264.0;1;3
25347.0;north east;01/12/2015;123597;E12000001;3351.0;0;2
25667.0;north west;01/12/2015;142866;E12000002;9806.0;0;2
25003.0;east midlands;01/12/2015;165081;E12000004;7640.0;0;2
25682.0;west midlands;01/12/2015;169286;E12000005;7671.0;0;2
35303.0;london;01/12/2015;450053;E12000007;9700.0;0;3
29031.0;south east;01/12/2015;291298;E12000008;14723.0;0;2
25950.0;south west;01/12/2015;226855;E12000009;9766.0;0;2
38803.0;inner london;01/12/2015;553855;E13000001;3605.0;0;3
30382.0;outer london;01/12/2015;391612;E13000002;6095.0;0;3
27841.0;england;01/12/2015;219582;E92000001;80366.0;0;2
55487.0;city of london;01/12/2016;811786;E09000001;13.0;1;4
30994.0;barking and dagenham;01/12/2016;285622;E09000002;154.0;1;3
32623.0;barnet;01/12/2016;522223;E09000003;383.0;1;3
30699.0;brent;01/12/2016;490418;E09000005;175.0;1;3
30861.0;bromley;01/12/2016;429187;E09000006;458.0;1;3
37817.0;camden;01/12/2016;832126;E09000007;209.0;1;3
31479.0;croydon;01/12/2016;363571;E09000008;367.0;1;3
29241.0;ealing;01/12/2016;485390;E09000009;272.0;1;2
28918.0;enfield;01/12/2016;394465;E09000010;211.0;1;2
30180.0;greenwich;01/12/2016;374293;E09000011;321.0;1;3
32404.0;hackney;01/12/2016;548758;E09000012;247.0;1;3
35000.0;hammersmith and fulham;01/12/2016;736963;E09000013;158.0;1;3
29753.0;haringey;01/12/2016;535097;E09000014;160.0;1;2
30134.0;harrow;01/12/2016;464037;E09000015;197.0;1;3
28906.0;havering;01/12/2016;350730;E09000016;295.0;1;2
33093.0;hillingdon;01/12/2016;411479;E09000017;241.0;1;3
36235.0;hounslow;01/12/2016;391460;E09000018;251.0;1;3
39894.0;islington;01/12/2016;647853;E09000019;163.0;1;3
30008.0;kensington and chelsea;01/12/2016;1357231;E09000020;172.0;1;3
30729.0;kingston upon thames;01/12/2016;490878;E09000021;188.0;1;3
34670.0;lambeth;01/12/2016;512058;E09000022;277.0;1;3
32217.0;lewisham;01/12/2016;398752;E09000023;305.0;1;3
28224.0;merton;01/12/2016;486293;E09000024;222.0;1;2
30743.0;newham;01/12/2016;353282;E09000025;305.0;1;3
28237.0;redbridge;01/12/2016;402169;E09000026;230.0;1;2
33329.0;richmond upon thames;01/12/2016;637708;E09000027;224.0;1;3
37159.0;southwark;01/12/2016;509843;E09000028;292.0;1;3
28318.0;sutton;01/12/2016;369869;E09000029;310.0;1;2
45975.0;tower hamlets;01/12/2016;460400;E09000030;380.0;1;4
27455.0;waltham forest;01/12/2016;433857;E09000031;239.0;1;2
33405.0;wandsworth;01/12/2016;615144;E09000032;435.0;1;3
40000.0;westminster;01/12/2016;1029585;E09000033;323.0;1;3
25561.0;north east;01/12/2016;126333;E12000001;3661.0;0;2
26220.0;north west;01/12/2016;149560;E12000002;10679.0;0;2
25474.0;east midlands;01/12/2016;174665;E12000004;7739.0;0;2
26352.0;west midlands;01/12/2016;179668;E12000005;7930.0;0;2
36170.0;london;01/12/2016;472374;E12000007;8460.0;0;3
29700.0;south east;01/12/2016;309185;E12000008;14140.0;0;2
26372.0;south west;01/12/2016;236288;E12000009;9921.0;0;2
39653.0;inner london;01/12/2016;577117;E13000001;3439.0;0;3
31018.0;outer london;01/12/2016;418403;E13000002;4999.0;0;3
28496.0;england;01/12/2016;231922;E92000001;79605.0;0;2
56295.0;city of london;01/12/2017;778002;E09000001;20.0;1;4
28553.0;barking and dagenham;01/12/2017;292915;E09000002;180.0;1;2
32143.0;barnet;01/12/2017;538718;E09000003;310.0;1;3
30733.0;bexley;01/12/2017;340598;E09000004;270.0;1;3
30134.0;brent;01/12/2017;494515;E09000005;161.0;1;3
29819.0;bromley;01/12/2017;445504;E09000006;404.0;1;2
38147.0;camden;01/12/2017;844416;E09000007;173.0;1;3
32109.0;croydon;01/12/2017;374441;E09000008;394.0;1;3
30259.0;ealing;01/12/2017;469146;E09000009;249.0;1;3
29134.0;enfield;01/12/2017;395284;E09000010;225.0;1;2
32635.0;greenwich;01/12/2017;385851;E09000011;258.0;1;3
33618.0;hackney;01/12/2017;557025;E09000012;269.0;1;3
36972.0;hammersmith and fulham;01/12/2017;742878;E09000013;200.0;1;3
31442.0;haringey;01/12/2017;549660;E09000014;144.0;1;3
31255.0;harrow;01/12/2017;474005;E09000015;177.0;1;3
29134.0;havering;01/12/2017;365934;E09000016;282.0;1;2
33596.0;hillingdon;01/12/2017;409263;E09000017;286.0;1;3
34119.0;hounslow;01/12/2017;404048;E09000018;229.0;1;3
39348.0;islington;01/12/2017;639371;E09000019;135.0;1;3
31678.0;kensington and chelsea;01/12/2017;1364185;E09000020;138.0;1;3
31308.0;kingston upon thames;01/12/2017;485525;E09000021;154.0;1;3
35036.0;lambeth;01/12/2017;509180;E09000022;351.0;1;3
33294.0;lewisham;01/12/2017;408684;E09000023;308.0;1;3
29627.0;merton;01/12/2017;517135;E09000024;205.0;1;2
30770.0;newham;01/12/2017;349429;E09000025;285.0;1;3
29189.0;redbridge;01/12/2017;416712;E09000026;252.0;1;2
32141.0;richmond upon thames;01/12/2017;650160;E09000027;222.0;1;3
37601.0;southwark;01/12/2017;485749;E09000028;271.0;1;3
27945.0;sutton;01/12/2017;377963;E09000029;233.0;1;2
49369.0;tower hamlets;01/12/2017;465625;E09000030;304.0;1;4
28284.0;waltham forest;01/12/2017;441468;E09000031;234.0;1;2
33137.0;wandsworth;01/12/2017;596879;E09000032;339.0;1;3
42152.0;westminster;01/12/2017;1096072;E09000033;216.0;1;4
25904.0;north east;01/12/2017;130118;E12000001;3664.0;0;2
26754.0;north west;01/12/2017;158863;E12000002;10472.0;0;2
25882.0;east midlands;01/12/2017;184942;E12000004;7401.0;0;2
26837.0;west midlands;01/12/2017;190466;E12000005;7730.0;0;2
37171.0;london;01/12/2017;476848;E12000007;7883.0;0;3
30236.0;south east;01/12/2017;320733;E12000008;13223.0;0;3
27119.0;south west;01/12/2017;249309;E12000009;9462.0;0;2
40675.0;inner london;01/12/2017;578215;E13000001;3153.0;0;4
31298.0;outer london;01/12/2017;427693;E13000002;4725.0;0;3
29083.0;england;01/12/2017;242378;E92000001;76522.0;0;2
61203.0;city of london;01/12/2018;811694;E09000001;37.0;1;4
29995.0;barking and dagenham;01/12/2018;301114;E09000002;141.0;1;2
29927.0;barnet;01/12/2018;533810;E09000003;343.0;1;2
30366.0;brent;01/12/2018;476356;E09000005;169.0;1;3
30762.0;bromley;01/12/2018;443140;E09000006;345.0;1;3
39198.0;camden;01/12/2018;867795;E09000007;196.0;1;3
33804.0;croydon;01/12/2018;364189;E09000008;293.0;1;3
29928.0;ealing;01/12/2018;481922;E09000009;191.0;1;2
29238.0;enfield;01/12/2018;397674;E09000010;195.0;1;2
33163.0;greenwich;01/12/2018;385911;E09000011;191.0;1;3
35286.0;hackney;01/12/2018;548135;E09000012;142.0;1;3
40972.0;hammersmith and fulham;01/12/2018;733360;E09000013;154.0;1;4
29801.0;haringey;01/12/2018;544836;E09000014;166.0;1;2
30553.0;harrow;01/12/2018;462278;E09000015;201.0;1;3
30181.0;havering;01/12/2018;372295;E09000016;262.0;1;3
31886.0;hillingdon;01/12/2018;410922;E09000017;219.0;1;3
35935.0;hounslow;01/12/2018;401033;E09000018;153.0;1;3
40000.0;islington;01/12/2018;625190;E09000019;145.0;1;3
32976.0;kensington and chelsea;01/12/2018;1345805;E09000020;84.0;1;3
36200.0;lambeth;01/12/2018;510922;E09000022;311.0;1;3
29966.0;lewisham;01/12/2018;410421;E09000023;231.0;1;2
31182.0;merton;01/12/2018;517613;E09000024;154.0;1;3
30392.0;newham;01/12/2018;354253;E09000025;265.0;1;3
34027.0;richmond upon thames;01/12/2018;645745;E09000027;188.0;1;3
39998.0;southwark;01/12/2018;501604;E09000028;265.0;1;3
28853.0;sutton;01/12/2018;375474;E09000029;239.0;1;2
49237.0;tower hamlets;01/12/2018;438896;E09000030;310.0;1;4
30298.0;waltham forest;01/12/2018;439079;E09000031;253.0;1;3
34501.0;wandsworth;01/12/2018;595504;E09000032;349.0;1;3
43015.0;westminster;01/12/2018;965023;E09000033;141.0;1;4
26355.0;north east;01/12/2018;128859;E12000001;3349.0;0;2
27376.0;north west;01/12/2018;162823;E12000002;9324.0;0;2
26711.0;east midlands;01/12/2018;191781;E12000004;6789.0;0;2
27682.0;west midlands;01/12/2018;185061;E12000005;2981.0;0;2
38146.0;london;01/12/2018;473454;E12000007;6910.0;0;3
30849.0;south east;01/12/2018;321265;E12000008;11863.0;0;3
27956.0;south west;01/12/2018;256812;E12000009;8399.0;0;2
42153.0;inner london;01/12/2018;572468;E13000001;2796.0;0;4
31031.0;outer london;01/12/2018;427128;E13000002;4112.0;0;3
29856.0;england;01/12/2018;246518;E92000001;69456.0;0;2
61636.0;city of london;01/12/2019;734872;E09000001;349.0;1;4
28738.0;barking and dagenham;01/12/2019;301816;E09000002;349.0;1;2
31624.0;barnet;01/12/2019;517986;E09000003;349.0;1;3
31642.0;bexley;01/12/2019;336972;E09000004;349.0;1;3
31739.0;brent;01/12/2019;431245;E09000005;349.0;1;3
40196.0;camden;01/12/2019;807466;E09000007;349.0;1;4
35237.0;croydon;01/12/2019;369301;E09000008;349.0;1;3
31021.0;ealing;01/12/2019;470862;E09000009;349.0;1;3
28258.0;enfield;01/12/2019;401981;E09000010;349.0;1;2
33081.0;greenwich;01/12/2019;398530;E09000011;349.0;1;3
35020.0;hackney;01/12/2019;556680;E09000012;349.0;1;3
37990.0;hammersmith and fulham;01/12/2019;725991;E09000013;349.0;1;3
30452.0;haringey;01/12/2019;568238;E09000014;349.0;1;3
32809.0;harrow;01/12/2019;450022;E09000015;349.0;1;3
32321.0;havering;01/12/2019;366567;E09000016;349.0;1;3
35231.0;hillingdon;01/12/2019;407357;E09000017;349.0;1;3
36487.0;hounslow;01/12/2019;413137;E09000018;349.0;1;3
41076.0;islington;01/12/2019;645161;E09000019;349.0;1;4
33000.0;kensington and chelsea;01/12/2019;1221608;E09000020;349.0;1;3
32138.0;kingston upon thames;01/12/2019;491386;E09000021;349.0;1;3
36825.0;lambeth;01/12/2019;518618;E09000022;349.0;1;3
32334.0;lewisham;01/12/2019;415125;E09000023;349.0;1;3
31699.0;merton;01/12/2019;505373;E09000024;349.0;1;3
33944.0;newham;01/12/2019;363493;E09000025;349.0;1;3
29108.0;redbridge;01/12/2019;423442;E09000026;349.0;1;2
35191.0;richmond upon thames;01/12/2019;656781;E09000027;349.0;1;3
40303.0;southwark;01/12/2019;505619;E09000028;349.0;1;4
32947.0;sutton;01/12/2019;374700;E09000029;349.0;1;3
46142.0;tower hamlets;01/12/2019;457893;E09000030;349.0;1;4
30718.0;waltham forest;01/12/2019;439009;E09000031;349.0;1;3
34168.0;wandsworth;01/12/2019;604056;E09000032;349.0;1;3
43556.0;westminster;01/12/2019;968404;E09000033;349.0;1;4
27187.0;north east;01/12/2019;129959;E12000001;349.0;0;2
28137.0;north west;01/12/2019;167285;E12000002;349.0;0;2
28000.0;east midlands;01/12/2019;196534;E12000004;349.0;0;2
28536.0;west midlands;01/12/2019;199814;E12000005;349.0;0;2
38992.0;london;01/12/2019;481710;E12000007;349.0;0;3
32120.0;south east;01/12/2019;324515;E12000008;349.0;0;3
28654.0;south west;01/12/2019;259011;E12000009;349.0;0;2
30667.0;england;01/12/2019;250410;E92000001;349.0;0;3
